start_time,end_time,p_error,pattern,cmk,threshold,pattern_name
2025-04-23 00:20:00,2025-04-23 00:20:59,"[[-0.73369136 -0.7336955  -0.73651091  1.34433865  1.33957351  1.35862368
   1.3824286   1.37290872  1.36814357  1.37290872  1.36338883  1.35385854
   1.34433865  1.36814357  1.36814357  1.3824286   1.3919589   1.38719375
   1.3824286   1.36338883  1.3491038   1.33957351  1.34433865  1.33957351
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136
  -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136 -0.73369136]]","[[ 0.00000000e+00 -5.35339226e-05 -7.27442040e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.35339226e-05  0.00000000e+00 -7.26908118e-02 ...  5.35339226e-05
   5.35339226e-05  5.35339226e-05]
 [ 7.27442040e-02  7.26908118e-02  0.00000000e+00 ...  7.27442040e-02
   7.27442040e-02  7.27442040e-02]
 ...
 [ 0.00000000e+00 -5.35339226e-05 -7.27442040e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -5.35339226e-05 -7.27442040e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -5.35339226e-05 -7.27442040e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0.4452949050919752,2.8,shift
2025-04-23 00:30:00,2025-04-23 00:30:59,"[[-0.79485091 -0.79413626  1.27456799  1.21362361  1.25113021  1.26519288
   1.28863681  1.26519288  1.29801295  1.25581674  1.31207562  1.23237589
   1.25113021  1.27456799  1.25581674  1.27925862  1.25581674  1.30269948
   1.26519288  1.31676522  1.26988249  1.32614136  1.24175203  1.21831322
   1.25113021 -0.78825084 -0.76012038 -0.79485091 -0.79485091 -0.79485091
  -0.79485091 -0.79485091 -0.79485091 -0.79485091 -0.79485091 -0.79485091
  -0.79485091 -0.79485091 -0.79485091 -0.79485091 -0.79485091 -0.79485091
  -0.79485091 -0.79485091 -0.79485091 -0.79485091 -0.78992363 -0.79485091
  -0.79475591 -0.79478894 -0.71793033 -0.75074425 -0.7741892  -0.78825084
  -0.79762698 -0.78825084 -0.78356431 -0.77887471 -0.7741892  -0.79762698]]","[[ 0.          0.00878135  0.37580546 ...  0.11562702  0.13772877
  -0.07226155]
 [-0.00878135  0.          0.38392863 ...  0.10690012  0.1290258
  -0.08101716]
 [-0.37580546 -0.38392863  0.         ... -0.48043622 -0.49985709
  -0.30785832]
 ...
 [-0.11562702 -0.10690012  0.48043622 ...  0.          0.02227989
  -0.18710162]
 [-0.13772877 -0.1290258   0.49985709 ... -0.02227989  0.
  -0.20894161]
 [ 0.07226155  0.08101716  0.30785832 ...  0.18710162  0.20894161
   0.        ]]",0.4144710513328189,2.8,shift
2025-04-23 00:33:00,2025-04-23 00:33:59,"[[-0.79384621 -0.79384443 -0.79787095 -0.76992491 -0.82115902 -0.79384621
  -0.79303638  1.41993639  1.30349501  1.29418092  1.29883898  1.25225938
   1.24294427  1.27089163  1.24760233  1.27554969  1.29883898  1.24294427
   1.22897313  1.24294427  1.24294427  1.21499895  1.25691744  1.29883898
   1.26157346  1.30349501  1.23828824  1.22431507  1.24294427  1.25225938
  -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621
  -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621
  -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621
  -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621 -0.79384621
  -0.79384621 -0.79371294 -0.79384621 -0.79374714 -0.68947996 -0.67550476]]","[[ 0.00000000e+00  7.21684099e-06 -1.70109991e-02 ...  4.02545348e-04
   2.65217822e-01  2.90089676e-01]
 [-7.21684099e-06  0.00000000e+00 -1.70182149e-02 ...  3.95328507e-04
   2.65210864e-01  2.90082770e-01]
 [ 1.70109991e-02  1.70182149e-02  0.00000000e+00 ...  1.74134848e-02
   2.81581256e-01  3.06327218e-01]
 ...
 [-4.02545348e-04 -3.95328507e-04 -1.74134848e-02 ...  0.00000000e+00
   2.64829671e-01  2.89704417e-01]
 [-2.65217822e-01 -2.65210864e-01 -2.81581256e-01 ... -2.64829671e-01
   0.00000000e+00  2.58878218e-02]
 [-2.90089676e-01 -2.90082770e-01 -3.06327218e-01 ... -2.89704417e-01
  -2.58878218e-02  0.00000000e+00]]",0.4103951705515488,2.8,shift
2025-04-24 00:04:00,2025-04-24 00:04:59,"[[-2.46588802e-01 -2.46588802e-01 -2.46588802e-01 -2.46588802e-01
  -2.46588802e-01 -2.46588802e-01 -2.46588802e-01 -2.46588802e-01
  -2.46588802e-01 -2.46588802e-01 -2.46513000e-01 -2.46588802e-01
  -2.46412674e-01 -4.36979267e-02 -4.41197580e-03 -1.77268441e-01
  -2.08695482e-01 -2.71551284e-01 -1.22266390e-01 -2.55835185e-01
  -1.85125631e-01 -2.55835185e-01 -1.30123580e-01 -1.85125631e-01
  -1.45839680e-01 -1.92984540e-01 -2.79405036e-01 -2.00838292e-01
  -2.95121136e-01 -1.85125631e-01 -1.92984540e-01 -2.08695482e-01
  -2.63694094e-01 -1.53693431e-01 -1.69412970e-01 -2.32265333e-01
  -1.77268441e-01 -2.47981433e-01 -2.47981433e-01 -2.47981433e-01
  -1.37980770e-01 -2.55835185e-01 -1.45839680e-01 -1.85125631e-01
  -2.40124243e-01  3.00633800e+00  6.25280024e+00  3.00633800e+00
  -2.40124243e-01 -8.29838777e-02 -2.71551284e-01 -2.46588802e-01
  -2.46588802e-01 -2.46588802e-01 -2.46588802e-01 -2.46588802e-01
  -2.46588802e-01 -2.46588802e-01 -2.46588802e-01 -2.46588802e-01]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1.0550982152564596,2.8,spike
2025-04-24 00:05:00,2025-04-24 00:05:59,"[[-0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506
  -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506
  -0.23159148 -0.23173506 -0.23163337 -0.05386058 -0.17911325 -0.167183
  -0.12543298 -0.18507773 -0.19104351 -0.24471987 -0.21489749 -0.20893563
  -0.18507773 -0.22682775 -0.21489749 -0.17315008  3.03431459  6.24177927
   3.01940471 -0.20296985 -0.15525535 -0.23875409 -0.19104351 -0.24471987
  -0.18507773 -0.23875409 -0.20893563 -0.14928957 -0.23173506 -0.23173506
  -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506
  -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506
  -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506 -0.23173506]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.7862113356983401,2.8,spike
2025-04-24 00:17:00,2025-04-24 00:17:59,"[[-0.22959701 -0.22958321 -0.1489639   3.04237211  6.23370812  3.03249999
  -0.16870814 -0.18845238 -0.20161521 -0.19503379 -0.16870814 -0.16870814
  -0.20819662 -0.17528955 -0.17528955 -0.18845238 -0.18845238 -0.20819662
  -0.20819662 -0.20819662 -0.16212672 -0.16212672 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701
  -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701 -0.22959701]]","[[ 0.          0.00292268  0.22198996 ...  0.          0.
   0.        ]
 [-0.00292268  0.          0.21913925 ... -0.00292268 -0.00292268
  -0.00292268]
 [-0.22198996 -0.21913925  0.         ... -0.22198996 -0.22198996
  -0.22198996]
 ...
 [ 0.          0.00292268  0.22198996 ...  0.          0.
   0.        ]
 [ 0.          0.00292268  0.22198996 ...  0.          0.
   0.        ]
 [ 0.          0.00292268  0.22198996 ...  0.          0.
   0.        ]]",0.8761632580304209,2.8,spike
2025-04-24 00:30:00,2025-04-24 00:30:59,"[[-0.25174862 -0.25169     0.16940738 -0.06291604 -0.1473928  -0.1825971
  -0.24595621 -0.29523483 -0.25299645  2.9906209   6.23423826  3.03990261
  -0.15443304 -0.07699344 -0.1896358  -0.24595621 -0.17555377 -0.20371783
  -0.25299645 -0.24595621 -0.21779524 -0.23187418 -0.16851199 -0.20371783
  -0.09811264 -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25174862
  -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25174862
  -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25174862
  -0.25174862 -0.25174862 -0.25174862 -0.25174862 -0.25126822 -0.25174862
  -0.25156829 -0.2516415  -0.18587228 -0.10138935 -0.2773939  -0.17883203
  -0.29147131 -0.19291252 -0.22811066 -0.1084296  -0.15067106 -0.27035212]]","[[ 0.00000000e+00  1.10348148e-04  3.67816191e-01 ...  1.75606750e-01
   1.34889154e-01 -3.98462621e-02]
 [-1.10348148e-04  0.00000000e+00  3.67713576e-01 ...  1.75498115e-01
   1.34779813e-01 -3.99565224e-02]
 [-3.67816191e-01 -3.67713576e-01  0.00000000e+00 ... -1.98804016e-01
  -2.39021382e-01 -4.04577059e-01]
 ...
 [-1.75606750e-01 -1.75498115e-01  1.98804016e-01 ...  0.00000000e+00
  -4.12087965e-02 -2.14694354e-01]
 [-1.34889154e-01 -1.34779813e-01  2.39021382e-01 ...  4.12087965e-02
   0.00000000e+00 -1.74264123e-01]
 [ 3.98462621e-02  3.99565224e-02  4.04577059e-01 ...  2.14694354e-01
   1.74264123e-01  0.00000000e+00]]",0.9352146808089331,2.8,spike
2025-04-24 00:31:00,2025-04-24 00:31:59,"[[-2.67380336e-01 -2.67397510e-01 -1.55256130e-01 -3.18576019e-01
  -1.82477105e-01 -1.73403446e-01 -1.00815718e-02 -1.28037141e-01
   3.05561591e+00  6.23926896e+00  2.93766233e+00 -3.63944310e-01
  -2.27839439e-01 -6.45195494e-02 -1.91550763e-01 -1.18959512e-01
  -1.46182472e-01 -1.00815718e-02 -2.82287344e-01 -3.18576019e-01
  -2.27839439e-01 -2.36915082e-01 -7.35932074e-02 -2.18771737e-01
  -3.73005606e-02 -2.91357031e-01 -1.73403446e-01 -2.67380336e-01
  -2.67380336e-01 -2.67380336e-01 -2.67380336e-01 -2.67380336e-01
  -2.67380336e-01 -2.67380336e-01 -2.67380336e-01 -2.67380336e-01
  -2.67380336e-01 -2.67380336e-01 -2.67380336e-01 -2.67380336e-01
  -2.67380336e-01 -2.67380336e-01 -2.67380336e-01 -2.67380336e-01
  -2.67380336e-01 -2.67380336e-01 -2.67380336e-01 -2.67380336e-01
  -2.63440383e-01 -2.67380336e-01 -2.67227058e-01  6.25116639e-02
  -1.00791369e-03 -7.35932074e-02 -1.09883869e-01 -2.82287344e-01
  -2.36915082e-01 -2.36915082e-01 -2.82287344e-01 -1.73403446e-01]]","[[ 0.00000000e+00 -2.16675721e-05  1.14746034e-01 ...  3.58369752e-02
  -1.95816123e-02  9.87828294e-02]
 [ 2.16675721e-05  0.00000000e+00  1.14767559e-01 ...  3.58586288e-02
  -1.95599489e-02  9.88043910e-02]
 [-1.14746034e-01 -1.14767559e-01  0.00000000e+00 ... -7.90720603e-02
  -1.34176306e-01 -1.60544584e-02]
 ...
 [-3.58369752e-02 -3.58586288e-02  7.90720603e-02 ...  0.00000000e+00
  -5.53991379e-02  6.30576791e-02]
 [ 1.95816123e-02  1.95599489e-02  1.34176306e-01 ...  5.53991379e-02
   0.00000000e+00  1.18249728e-01]
 [-9.87828294e-02 -9.88043910e-02  1.60544584e-02 ... -6.30576791e-02
  -1.18249728e-01  0.00000000e+00]]",1.2241977030293596,2.8,spike
2025-04-25 00:05:00,2025-04-25 00:05:59,"[[ 0.52365745  0.52365745  0.52365745  0.52365745  0.52365745  0.52365745
   0.52365745  0.52365745  0.52365745  0.52365745  0.53006887  0.52365745
   0.52371664  0.52365745  0.52371842  0.67647578  0.63793567  0.68129461
   0.62347389  0.62829801  0.65720044  0.66201927  0.66201927  0.58493907
   0.59456617  0.60902267 -1.81084492 -1.81084492 -1.81084492 -1.81084492
  -1.81084492 -1.81084492 -1.81084492 -1.81084492 -1.81084492 -1.81084492
  -1.81084492 -1.81084492 -1.81084492 -1.81084492  0.52365745  0.52365745
   0.52367616  0.52366646  0.52367131  0.52365745  0.52365745  0.52365745
   0.52365745  0.52365745  0.52365745  0.52365745  0.52365745  0.52365745
   0.52365745  0.52365745  0.52365745  0.52365745  0.52365745  0.52365745]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.5255205160567197,2.8,quantize
2025-04-25 00:19:00,2025-04-25 00:19:59,"[[ 0.62624331  0.62626276  0.66132219  0.62624331  0.64121998  0.63852715
   0.63583432  0.6331415   0.63044867  0.62775584  0.62549972 -1.59037788
  -1.59037788 -1.59037788 -1.59037788 -1.59037788 -1.59037788 -1.59037788
  -1.59037788 -1.59037788 -1.59037788 -1.59037788 -1.59037788 -1.59037788
  -1.59037788 -1.59037788 -1.59037788 -1.59037788  0.62624331  0.61211018
   0.62624331  0.62626107  0.62625647  0.62624331  0.62624331  0.62624331
   0.62624331  0.62624331  0.62624331  0.62624331  0.62624331  0.62624331
   0.62624331  0.62624331  0.62624331  0.62624331  0.62624331  0.65509706
   0.62624331  0.63526191  0.62624331  0.62629353  0.62629966  0.62630734
   0.62628739  0.62628892  0.62627971  0.6262659   0.62626437  0.62627204]]","[[ 0.00000000e+00  6.97326615e-05  2.47678344e-01 ...  8.10104712e-05
   7.55164011e-05  1.03036237e-04]
 [-6.97326615e-05  0.00000000e+00  2.47610784e-01 ...  1.12778097e-05
   5.78373957e-06  3.33035754e-05]
 [-2.47678344e-01 -2.47610784e-01  0.00000000e+00 ... -2.47599857e-01
  -2.47605180e-01 -2.47578517e-01]
 ...
 [-8.10104712e-05 -1.12778097e-05  2.47599857e-01 ...  0.00000000e+00
  -5.49407009e-06  2.20257658e-05]
 [-7.55164011e-05 -5.78373957e-06  2.47605180e-01 ...  5.49407009e-06
   0.00000000e+00  2.75198359e-05]
 [-1.03036237e-04 -3.33035754e-05  2.47578517e-01 ... -2.20257658e-05
  -2.75198359e-05  0.00000000e+00]]",0.45633481525358577,2.8,quantize
2025-04-25 00:31:00,2025-04-25 00:31:59,"[[ 0.7618933   0.76121251 -1.2675125  -1.2675125  -1.2675125  -1.2675125
  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125
  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125
  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125  -1.2675125
  -1.2675125   0.827724    0.86542554  0.7618933   0.7618933   0.76189973
   0.76191799  0.76191378  0.7618933   0.7618933   0.7618933   0.7618933
   0.7618933   0.7618933   0.7618933   0.7618933   0.7618933   0.7618933
   0.7618933   0.7618933   0.7618933   0.7618933   0.77328736  0.7618933
   0.76643701  0.7618933   0.7619463   0.76193787  0.91986494  0.81516601
   0.89473977  0.84866471  0.89473977  0.8696146   0.79840978  0.83191306]]","[[ 0.         -0.00120118 -0.51770251 ...  0.2375613   0.06835916
   0.1399226 ]
 [ 0.00120118  0.         -0.51872982 ...  0.23872792  0.06955748
   0.14111186]
 [ 0.51770251  0.51872982  0.         ...  0.2996339   0.45800608
   0.39289731]
 ...
 [-0.2375613  -0.23872792 -0.2996339  ...  0.         -0.17060338
  -0.09930731]
 [-0.06835916 -0.06955748 -0.45800608 ...  0.17060338  0.
   0.07190862]
 [-0.1399226  -0.14111186 -0.39289731 ...  0.09930731 -0.07190862
   0.        ]]",0.3554713367551381,2.8,quantize
2025-04-25 00:32:00,2025-04-25 00:32:59,"[[ 0.78562503  0.78565591 -1.26828362 -1.26828362 -1.26828362 -1.26828362
  -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362
  -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362
  -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362 -1.26828362
  -1.26828362  0.78562503  0.78562503  0.78564859  0.85587006  0.81772262
   0.78562503  0.78562503  0.78562503  0.78562503  0.78562503  0.78562503
   0.78562503  0.78562503  0.78562503  0.78562503  0.78562503  0.78562503
   0.78562503  0.78562503  0.78562503  0.78562503  0.78562503  0.78562503
   0.78562503  0.78562503  0.78562503  0.78562503  0.78562503  0.78562503
   0.78562503  0.78562503  0.78562503  0.78562503  0.78562503  0.78562503]]","[[ 0.00000000e+00  8.13165057e-05 -3.57636989e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-8.13165057e-05  0.00000000e+00 -3.57561050e-01 ... -8.13165057e-05
  -8.13165057e-05 -8.13165057e-05]
 [ 3.57636989e-01  3.57561050e-01  0.00000000e+00 ...  3.57636989e-01
   3.57636989e-01  3.57636989e-01]
 ...
 [ 0.00000000e+00  8.13165057e-05 -3.57636989e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  8.13165057e-05 -3.57636989e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  8.13165057e-05 -3.57636989e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",0.35495956583535515,2.8,quantize
